Live Event 01	00!0!2/1123274?zyy
NOLLYWOOD EPIC	00!0!2/194732?zyy
NATIONAL GEOGRAPHIC	00!0!2/194735?zyy
NAT GEO WILD	00!0!2/194736?zyy
ANIMAUX	00!0!2/194781?zyy
PLANET+	00!0!2/194728?zyy
DISCOVERY CHANNEL	00!0!2/194757?zyy
TOUT L'HISTOIRE	00!0!2/194712?zyy
TREK	00!0!2/194702?zyy
CUISINES	00!0!2/194758?zyy
SYFY	00!0!2/194718?zyy
ES1	00!0!2/194752?zyy
EQUINOXE TV	00!0!2/194753?zyy
ENGLISH CLUB TV	00!0!2/194754?zyy
CRTV	00!0!2/194759?zyy
BET	00!0!2/194776?zyy
ANTENNE A	00!0!2/194780?zyy
AFRICABLE	00!0!2/194782?zyy
AB1	00!0!2/194784?zyy
2STV	00!0!2/194786?zyy
IS+	00!0!2/194744?zyy
GAME ONE	00!0!2/194746?zyy
B-ONE	00!0!2/194778?zyy
LMTV	00!0!2/825498?zyy
SUD1ERE	00!0!2/825504?zyy
TELE PACIFIC	00!0!2/825510?zyy
DISNEY JUNIOR	00!0!2/194755?zyy
DISNEY CHANNEL	00!0!2/194756?zyy
NICKELODEON	00!0!2/194733?zyy
TELETOON+	00!0!2/194717?zyy
PIWI+	00!0!2/194729?zyy
MANGAS	00!0!2/194739?zyy
TIJI	00!0!2/194713?zyy
LUDIKIDS	00!0!2/194741?zyy
GULLI AFRICA	00!0!2/194745?zyy
J-ONE	00!0!2/194743?zyy
ORTC	00!0!2/825503?zyy
TRACE URBAN FHD	00!0!2/194704?zyy
TRACE KITOKO FHD	00!0!2/194705?zyy
TRACE LATINA FHD	00!0!2/194708?zyy
TRACE URBANIQUE	00!0!2/194703?zyy
TRACE CARIBBEAN FHD	00!0!2/194710?zyy
TRACE AFRICA HD	00!0!2/194711?zyy
TRACE AFRICA UHD	00!0!2/682563?zyy
TRACE TOCA	00!0!2/194706?zyy
TRACER AFRICA	00!0!2/194707?zyy
TRACE GOSPEL	00!0!2/194709?zyy
MTV FRANCE	00!0!2/194738?zyy
MTV HITS	00!0!2/194737?zyy
BBLACK AFRICA	00!0!2/194777?zyy
IVOIRE TV MUSIC	00!0!2/825497?zyy
MABOKE TV	00!0!2/825499?zyy
C DIRECT	00!0!2/825495?zyy
A+ FHD	00!0!2/825493?zyy
A+ HD	00!0!2/825494?zyy
CANAL+ OUEST	00!0!2/194768?zyy
CANAL+ FAMILY OUEST	00!0!2/194769?zyy
CANAL+ ELLES OUEST	00!0!2/194770?zyy
CANAL+ POP OUEST	00!0!2/325816?zyy
CANAL+ CINEMA OUEST	00!0!2/194772?zyy
CANAL+ CENTRE	00!0!2/194773?zyy
CANAL+ ACTION OUEST	00!0!2/194774?zyy
ZEE MAGIC	00!0!2/194699?zyy
ACTION	00!0!2/194783?zyy
CANAL+ CAN	00!0!2/589014?zyy
CANAL+ SPORT 1	00!0!2/194767?zyy
CANAL+ SPORT 2	00!0!2/194766?zyy
CANAL+ SPORT 3	00!0!2/194765?zyy
CANAL+ SPORT 4	00!0!2/194764?zyy
CANAL+ SPORT 5	00!0!2/194763?zyy
EUROSPORT 1	00!0!2/194751?zyy
EUROSPORT 2	00!0!2/194750?zyy
NBA TV	00!0!2/194734?zyy
AUTOMOTO	00!0!2/194779?zyy
BANTAMBA TV	00!0!2/335631?zyy
🇬🇦 RAI ITALIA	00!0!2/566156?zyy
LOVE NATURE	00!0!2/1027712?zyy
TRACE KITOKO	00!0!2/1027713?zyy
BANTAMBA	00!0!2/1027714?zyy
SUD 1ERE TV	00!0!2/1027718?zyy
VOX AFRICA	00!0!2/1027719?zyy
PACIS TV	00!0!2/1027723?zyy
FLASH TV RWANDA	00!0!2/1027724?zyy
BTN RWANDA	00!0!2/1027725?zyy
GENESIS TV	00!0!2/1027726?zyy
AUTHENTIC TV RWANDA	00!0!2/1027727?zyy
TV 1 RWANDA	00!0!2/1027728?zyy
KC 2 TV	00!0!2/1027729?zyy
TV 10	00!0!2/1027730?zyy
TGB	00!0!2/1027731?zyy
RTNB	00!0!2/1027732?zyy
SAHARA TV	00!0!2/1027733?zyy
ELECTRON TV	00!0!2/1027734?zyy
DOUNIA	00!0!2/1027737?zyy
GOLF TV AFRICA	00!0!2/1027740?zyy
TLS AFRICA	00!0!2/1027741?zyy
CANAL 3 BURKINABé	00!0!2/1027745?zyy
SAVANE TV	00!0!2/1027746?zyy
AL AFIA TV	00!0!2/1027750?zyy
RENOUVEAU	00!0!2/1027751?zyy
IVOIRE MUSIC TV	00!0!2/1027752?zyy
VIP A+ HD AF	00!0!2/1027754?zyy
VOIR+	00!0!2/1027756?zyy
CANAL+ EVENEMENT AFRICA	00!0!2/1027757?zyy
CANAL+ CAN	00!0!2/1027758?zyy
CANAL+ SPORT 1	00!0!2/1027759?zyy
CANAL+ SPORT 2	00!0!2/1027760?zyy
CANAL+ SPORT 3	00!0!2/1027761?zyy
CANAL+ SPORT 4	00!0!2/1027762?zyy
CANAL+ SPORT 5	00!0!2/1027763?zyy
CANAL+ CENTR	00!0!2/1027765?zyy
CANAL+ ELLES OUEST	00!0!2/1027768?zyy
CANAL+ OUEST	00!0!2/1027770?zyy
C+ PREMIER	00!0!2/1027771?zyy
C+ PREMIERE OUEST	00!0!2/1027772?zyy
C+ POP OUEST	00!0!2/1027774?zyy
C+ POP CENTRE	00!0!2/1027775?zyy
7INFO	00!0!2/1027776?zyy
A PLUS UHD	00!0!2/1027777?zyy
A+ INTERNATIONAL	00!0!2/1027778?zyy
NOLLYWOOD EPIC	00!0!2/1027779?zyy
NOLLYWOOD UHD	00!0!2/1027780?zyy
NOVELAS TV UHD	00!0!2/1027781?zyy
MEDIA PRIME	00!0!2/1027782?zyy
2STV	00!0!2/1027783?zyy
AB1	00!0!2/1027784?zyy
ACTION	00!0!2/1027785?zyy
AFRICABLE	00!0!2/1027786?zyy
AFRICA TV CULTURE	00!0!2/1027787?zyy
AFROCULTURE TV	00!0!2/1027788?zyy
ANTENNE REUNION	00!0!2/1027792?zyy
REUNION 1ERE	00!0!2/1027793?zyy
B-ONE	00!0!2/1027794?zyy
BBLACK AFRICA	00!0!2/1027795?zyy
BET	00!0!2/1027796?zyy
C8	00!0!2/1027797?zyy
CANAL 2 INTERNATIONAL	00!0!2/1027798?zyy
CHERIFLA	00!0!2/1027799?zyy
CNEWS	00!0!2/1027800?zyy
CRTV	00!0!2/1027801?zyy
CUISINES	00!0!2/1027802?zyy
DISCOVERY CHANNEL	00!0!2/1027803?zyy
DISNEY CHANNEL	00!0!2/1027804?zyy
DISNEY JUNIOR	00!0!2/1027805?zyy
ENGLISH CLUB TV	00!0!2/1027806?zyy
ES1	00!0!2/1027807?zyy
EUROSPORT 1	00!0!2/1027808?zyy
EUROSPORT 2	00!0!2/1027809?zyy
FRANCE 2	00!0!2/1027810?zyy
FRANCE 24	00!0!2/1027811?zyy
GABON TV	00!0!2/1027812?zyy
GULLI AFRICA	00!0!2/1027814?zyy
J-ONE	00!0!2/1027815?zyy
LCI	00!0!2/1027817?zyy
LUDIKIDS	00!0!2/1027818?zyy
M6 INTERNATIONAL	00!0!2/1027819?zyy
MABOKE TV	00!0!2/1027820?zyy
MANGAS	00!0!2/1027821?zyy
MTV FRANCE	00!0!2/1027822?zyy
NAT GEO WILD	00!0!2/1027824?zyy
NATIONAL GEOGRAPHIC	00!0!2/1027825?zyy
NBA TV	00!0!2/1027826?zyy
NICKELODEON	00!0!2/1027827?zyy
ORTB	00!0!2/1027828?zyy
ORTM	00!0!2/1027829?zyy
PIWI+	00!0!2/1027830?zyy
PLANETE+	00!0!2/1027831?zyy
RMC SPORT 4	00!0!2/1027832?zyy
RTB	00!0!2/1027833?zyy
RTG	00!0!2/1027834?zyy
RTI 1	00!0!2/1027835?zyy
RTL 9	00!0!2/1027836?zyy
RTNC	00!0!2/1027837?zyy
RTS 1	00!0!2/1027838?zyy
SEN TV	00!0!2/1027839?zyy
SYFY	00!0!2/1027841?zyy
TELETOON+	00!0!2/1027842?zyy
TF1	00!0!2/1027843?zyy
TFM	00!0!2/1027844?zyy
TFX	00!0!2/1027845?zyy
TIJI	00!0!2/1027846?zyy
TOUTE L HISTOIRE	00!0!2/1027847?zyy
TRACE AFRICA	00!0!2/1027848?zyy
TRACE CARIBBEAN FHD	00!0!2/1027849?zyy
TRACE GOSPEL	00!0!2/1027850?zyy
TRACE LATINA FHD	00!0!2/1027851?zyy
TRACE TROPICAL FHD	00!0!2/1027853?zyy
TRACE URBAN	00!0!2/1027854?zyy
TRACE URBAN FHD	00!0!2/1027855?zyy
TREK	00!0!2/1027856?zyy
TVT	00!0!2/1027857?zyy
TV5	00!0!2/1027859?zyy
CANAL+ POP CENTRE HD	00!0!2/1060658?zyy
NOLLYWOOD	00!0!2/1089391?zyy
NOVELAS TV	00!0!2/1089392?zyy

SOUTH AFRICA	^-
ETOONZ FHD	00!0!2/324762?zyy
BIG BROTHER MZANSI HD	00!0!2/1142938?zyy
AFRO TURK TV HD	00!0!2/108838?zyy
AL JAZEERA HD	00!0!2/108843?zyy
BLOOMBERG HD	00!0!2/108866?zyy
BBC UKTV HD	00!0!2/957768?zyy
BBC BRIT HD	00!0!2/324755?zyy
BBC LIFESTYLE HD	00!0!2/324756?zyy
BBC EARTH HD	00!0!2/324747?zyy
CGTN AFRICA HD	00!0!2/108841?zyy
CGTN DOCUMENTARY	00!0!2/835421?zyy
CNN INTERNATIONAL HD	00!0!2/108844?zyy
CCTV 4 HD	00!0!2/324760?zyy
COMEDY CENTRAL HD	00!0!2/108859?zyy
CBS JUSTICE HD	00!0!2/108864?zyy
TRAVEL CHANNEL HD	00!0!2/1138254?zyy
THE HOME CHANNEL HD	00!0!2/1138270?zyy
E! ENTERTAINMENT TELEVISION HD	00!0!2/108861?zyy
KYKNET HD	00!0!2/326168?zyy
KYKNET & KIE HD	00!0!2/514606?zyy
MZANSI MAGIC HD	00!0!2/326567?zyy
MZANSI WETHU HD	00!0!2/326568?zyy
MZANSI BIOSKOP HD	00!0!2/326569?zyy
NATIONAL GEOGRAPHIC HD	00!0!2/108851?zyy
NATIONAL GEOGRAPHIC WILD HD	00!0!2/108852?zyy
WILD EARTH HD	00!0!2/1138255?zyy
SABC 1 HD	00!0!2/178485?zyy
SABC 2 HD	00!0!2/178486?zyy
SABC 3 HD	00!0!2/178487?zyy
SABC NEWS HD	00!0!2/109905?zyy
PLAYROOM HD	00!0!2/957771?zyy
PARLIAMENTARY SERVICE HD	00!0!2/1138303?zyy
RUSSIA TODAY HD	00!0!2/324752?zyy
SWITCH'D ON CHANNEL 109 HD	00!0!2/957772?zyy
ROK SD	00!0!2/1138293?zyy
MINDSET HD	00!0!2/1138294?zyy
NEWZROOM AFRIKA HD	00!0!2/1138304?zyy
HGTV HD	00!0!2/1138307?zyy
ARISE NEWS SD	00!0!2/1138298?zyy
INVESTIGATION DISCOVERY HD	00!0!2/957770?zyy
FOOD NETWORK HD	00!0!2/108849?zyy
UNIVERSAL TV HD	00!0!2/108858?zyy
WWE CHANNEL HD	00!0!2/108847?zyy
TBN HD	00!0!2/108937?zyy
REAL TIME HD	00!0!2/108857?zyy
BUSINESS DAY TV HD	00!0!2/1138268?zyy
DISCOVERY FAMILY HD	00!0!2/1138282?zyy
DW TV HD	00!0!2/324757?zyy
VIA HD	00!0!2/1135014?zyy
NRB TV HD	00!0!2/108932?zyy
RUSSIA TODAY HD	00!0!2/498913?zyy
DISCOVERY CHANNEL HD	00!0!2/324745?zyy
TLC ENTERTAINMENT HD	00!0!2/108855?zyy
ZBC 2 HD	00!0!2/1055561?zyy
IGNITION HD	00!0!2/1138264?zyy
CBS REALITY SD	00!0!2/108854?zyy
AFRICA TV1 SD	00!0!2/108833?zyy
AFRICA TV2 SD	00!0!2/108834?zyy
AFRICA TV3 SD	00!0!2/108835?zyy
AFRICA24 SD	00!0!2/128824?zyy
SPICE TV SD	00!0!2/1138257?zyy
LESOTHO TV SD	00!0!2/1138263?zyy
ENCA SD	00!0!2/308525?zyy
CAPE TOWN TV SD	00!0!2/324758?zyy
KYKNET NOU! SD	00!0!2/514608?zyy
RAI ITALIA SD	00!0!2/835429?zyy
NHK SD	00!0!2/957774?zyy
HISTORY SD	00!0!2/324749?zyy
1 KZN SD	00!0!2/324754?zyy
GAUTV SD	00!0!2/1138262?zyy
CURIOSITY CHANNEL	00!0!2/324748?zyy
DISH ON TV	00!0!2/108845?zyy
DAYSTAR	00!0!2/108940?zyy
MPUMA KAPA TV	00!0!2/324768?zyy
INX PRIME	00!0!2/324769?zyy
FASHION ONE	00!0!2/108850?zyy
HONEY	00!0!2/324763?zyy
SHOWMAX MOVIES FHD	00!0!2/937870?zyy
AFRICA MAGIC SHOWCASE HD	00!0!2/1138266?zyy
AFRICA MAGIC SHOWCASE HD	00!0!2/1138295?zyy
AFRICA MAGIC EPIC HD	00!0!2/1138299?zyy
AFRICA MAGIC FAMILY HD	00!0!2/1138269?zyy
AFRICA MAGIC YORUBA HD	00!0!2/1163506?zyy
M-NET HD	00!0!2/108880?zyy
M-NET 1MAGIC HD	00!0!2/108869?zyy
M-NET MOVIES 1 HD	00!0!2/1128746?zyy
M-NET MOVIES 2 HD	00!0!2/108878?zyy
M-NET MOVIES 3 HD	00!0!2/108876?zyy
M-NET MOVIES 4 HD	00!0!2/108870?zyy
BET HD	00!0!2/1138309?zyy
CANAL+ PREMIERE CENTRE HD	00!0!2/849417?zyy
MOVIEROOM HD	00!0!2/1138278?zyy
EMOVIES HD	00!0!2/1138279?zyy
EMOVIES EXTRA HD	00!0!2/1138280?zyy
E.TV EXTRA HD	00!0!2/1138281?zyy
ZEE ZONKE HD	00!0!2/957773?zyy
ZEE WORLD HD	00!0!2/328706?zyy
NINA TV HD	00!0!2/1055562?zyy
SINEMA ZETU HD	00!0!2/1055560?zyy
STAR LIFE HD	00!0!2/1138301?zyy
TBN AFRICA HD	00!0!2/1138292?zyy
TNT AFRICA HD	00!0!2/108881?zyy
1MAX HD	00!0!2/1138259?zyy
SONY ENTERTAINMENT SD	00!0!2/1055563?zyy
SONY MAX SD	00!0!2/1055565?zyy
TLNOVELAS HD	00!0!2/1138290?zyy
TELEMUNDO SD	00!0!2/1138291?zyy
FLIEKNET	00!0!2/324743?zyy
BOOMERANG FHD	00!0!2/108885?zyy
CARTOON NETWORK FHD	00!0!2/108884?zyy
CARTOONITO HD	00!0!2/957769?zyy
CBEEBIES FHD	00!0!2/324759?zyy
DISNEY CHANNEL HD	00!0!2/108886?zyy
DISNEY JUNIOR FHD	00!0!2/108891?zyy
JIMJAM FHD	00!0!2/108892?zyy
NICKELODEON FHD	00!0!2/108888?zyy
NICK JR FHD	00!0!2/108889?zyy
NICKTOONS SD	00!0!2/108890?zyy
PBS KIDS FHD	00!0!2/108893?zyy
SHOWMAX KIDS FHD	00!0!2/937871?zyy
STUDIO UNIVERSAL HD	00!0!2/1138300?zyy
MOONBUG KIDS HD	00!0!2/324765?zyy
FIX & FOXI SD	00!0!2/1055564?zyy
DREAMWORKS SD	00!0!2/324751?zyy
SUPERSPORT OTT 1 FHD	00!0!2/324773?zyy
SUPERSPORT OTT 2 FHD	00!0!2/324774?zyy
SUPERSPORT OTT 3 FHD	00!0!2/324775?zyy
SUPERSPORT OTT 4 FHD	00!0!2/324776?zyy
SUPERSPORT OTT 5 FHD	00!0!2/324777?zyy
SUPERSPORT OTT 6 FHD	00!0!2/324778?zyy
SUPERSPORT OTT 7 FHD	00!0!2/324779?zyy
SUPERSPORT OTT 8 FHD	00!0!2/324780?zyy
SUPERSPORT ACTION HD	00!0!2/429030?zyy
SUPERSPORT AFRICA 1 HD	00!0!2/1092560?zyy
SUPERSPORT AFRICA 2 HD	00!0!2/1092561?zyy
SUPERSPORT BLITZ HD	00!0!2/108912?zyy
SUPERSPORT CRICKET HD	00!0!2/108908?zyy
SUPERSPORT FOOTBALL HD	00!0!2/108902?zyy
SUPERSPORT FOOTBALL PLUS HD	00!0!2/108905?zyy
SUPERSPORT GRANDSTAND HD	00!0!2/326562?zyy
SUPERSPORT GOLF HD	00!0!2/108909?zyy
SUPERSPORT LA LIGA HD	00!0!2/108904?zyy
SUPERSPORT MOTOSPORT HD	00!0!2/108910?zyy
SUPERSPORT MAXIMO 1 HD	00!0!2/108913?zyy
SUPERSPORT MAXIMO 2 HD	00!0!2/922632?zyy
SUPERSPORT PREMIER LEAGUE HD	00!0!2/108903?zyy
SUPERSPORT PLAY HD	00!0!2/108914?zyy
SUPERSPORT RUGBY HD	00!0!2/108907?zyy
SUPERSPORT TENNIS HD	00!0!2/108906?zyy
SUPERSPORT VARIETY 1 HD	00!0!2/108898?zyy
SUPERSPORT VARIETY 2 HD	00!0!2/108899?zyy
SUPERSPORT VARIETY 3 HD	00!0!2/108900?zyy
SUPERSPORT VARIETY 4 HD	00!0!2/108901?zyy
SUPERSPORT VARIETY HD	00!0!2/324772?zyy
SUPERSPORTS OLYMPICS 5 HD	00!0!2/956246?zyy
SS VARIETY 1 HD	00!0!2/1138284?zyy
SS VARIETY 2 HD	00!0!2/1138310?zyy
SS VARIETY 3 HD	00!0!2/1138271?zyy
SS VARIETY 4 HD	00!0!2/1138272?zyy
SS MAXIMO 1 CHAMPIONS HD	00!0!2/1138260?zyy
SS PSL HD	00!0!2/1138274?zyy
SS TENNIS HD	00!0!2/1138285?zyy
SS GRANDSTAND HD	00!0!2/1138311?zyy
SS CRICKET HD	00!0!2/1138287?zyy
SS FOOTBALL HD	00!0!2/1138302?zyy
SS LA LIGA HD	00!0!2/1138275?zyy
SS PREMIER LEAGUE HD	00!0!2/1138276?zyy
SS MOTORSPORT HD	00!0!2/1138288?zyy
SS EVENTS HD	00!0!2/1138256?zyy
SS SCHOOLS HD	00!0!2/1138273?zyy
SABC SPORTS HD	00!0!2/1015532?zyy
ESPN HD	00!0!2/1128147?zyy
ESPN2 HD	00!0!2/1138308?zyy
RACING 240 HD	00!0!2/324771?zyy
AFRO MUSIC TV HD	00!0!2/121599?zyy
BLACK MUSIC ARTIST TV HD	00!0!2/108922?zyy
BBLACK AFRICA HD	00!0!2/121593?zyy
BBLACK CARRABEAN HD	00!0!2/121594?zyy
BBLACK CLASSIK HD	00!0!2/121595?zyy
MY MUSIC AFRICA HD	00!0!2/108920?zyy
MZANSI MAGIC MUSIC HD	00!0!2/326566?zyy
TRACE KITOKO HD	00!0!2/108916?zyy
TRACE TOCA HD	00!0!2/108917?zyy
TRACE JAMA HD	00!0!2/108918?zyy
TRACE AFRICA HD	00!0!2/121554?zyy
TRACE GOSPEL HD	00!0!2/121555?zyy
TRACE MIZKI HD	00!0!2/121556?zyy
TRACE MZIKI HD	00!0!2/1055566?zyy
TRACE NAIJA HD	00!0!2/121557?zyy
TRACE URBAN HD	00!0!2/121558?zyy
TRACE TROPICAL HD	00!0!2/121590?zyy
QWEST TV HD	00!0!2/1138296?zyy
CHANNEL O HD	00!0!2/1138283?zyy
DIGITAL BLACK MUSIC HD	00!0!2/121592?zyy
TVM3 HD	00!0!2/121597?zyy
MTV HD	00!0!2/1138305?zyy
MTV BASE SD	00!0!2/108927?zyy
DUMISA SD	00!0!2/1138265?zyy
SOWETO TV SD	00!0!2/1138258?zyy
EBS MUSIKA SD	00!0!2/108865?zyy
AFRO MUSIC POP SD	00!0!2/108924?zyy
TSHWANE TV SD	00!0!2/1138253?zyy
ONE GOSPEL SD	00!0!2/1138261?zyy
LV TV HD	00!0!2/121602?zyy
ME	00!0!2/324767?zyy
SOUNDCITY SD	00!0!2/108925?zyy
DARE TO DREAM HD	00!0!2/108930?zyy
FAITH HD	00!0!2/108934?zyy
FAITH TV HD	00!0!2/108935?zyy
ISLAM CHANNEL HD	00!0!2/108938?zyy
MOJALOVE HD	00!0!2/1138306?zyy
HILAAL TV HD	00!0!2/324753?zyy
GOD CHANNEL HD	00!0!2/108936?zyy
AZAM ONE HD	00!0!2/942367?zyy
AZAM TWO HD	00!0!2/942368?zyy
AZAM SPORTS 1 HD	00!0!2/942369?zyy
AZAM SPORTS 2 HD	00!0!2/835393?zyy
AZAM SPORTS 3 HD	00!0!2/835394?zyy
AZAM SPORT 4 HD	00!0!2/1163158?zyy
AZAM DW ENGLISH HD	00!0!2/1163154?zyy
AZAM UTV HD	00!0!2/1163162?zyy
AZAM HORIZON TV SD	00!0!2/1163144?zyy
AZAM CHANNEL 44 SD	00!0!2/1163145?zyy
AZAM SALT TV SD	00!0!2/1163146?zyy
AZAM KTN NEWS SD	00!0!2/1163147?zyy
AZAM KTN FARMER SD	00!0!2/1163148?zyy
AZAM NTV UGANDA SD	00!0!2/1163149?zyy
AZAM NTV KENYA SD	00!0!2/1163150?zyy
AZAM KIX MOVIES SD	00!0!2/1163151?zyy
AZAM FOODIES SD	00!0!2/1163152?zyy
AZAM ARISE AND SHINE SD	00!0!2/1163153?zyy
AZAM KEYONA TV SD	00!0!2/1163155?zyy
AZAM CHEKA PLUS TV SD	00!0!2/1163159?zyy
AZAM CROWN TV SD	00!0!2/1163160?zyy
AZAM KTN BURUDANI SD	00!0!2/1163161?zyy
🇸🇳 RTS1 FHD	00!0!2/110020?zyy
🇸🇳 RTS2 FHD	00!0!2/110019?zyy
🇸🇳 RTS 3 FHD	00!0!2/336179?zyy
🇸🇳 RTS 4 FHD	00!0!2/336180?zyy
🇸🇳 RTS 5 FHD	00!0!2/1089363?zyy
🇸🇳 TFM FHD	00!0!2/110021?zyy
🇸🇳 TFM RELIGIONS FHD	00!0!2/110022?zyy
🇸🇳 A2I TV FHD	00!0!2/110035?zyy
🇸🇳 A2I TV RELIGION FHD	00!0!2/110037?zyy
🇸🇳 A2I MUSIC FHD	00!0!2/286998?zyy
🇸🇳 2STV FHD	00!0!2/110018?zyy
🇸🇳 DTV FHD	00!0!2/110024?zyy
🇸🇳 RTF TV FHD	00!0!2/345623?zyy
🇸🇳 SEN TV FHD	00!0!2/110025?zyy
🇸🇳 BICHRI TV FHD	00!0!2/110034?zyy
🇸🇳 TOUBA TV FHD	00!0!2/110029?zyy
🇸🇳 AL MOURIDIYYAH TV FHD	00!0!2/110038?zyy
🇸🇳 D5 TV FHD	00!0!2/110031?zyy
🇸🇳 AFRICA7 TV FHD	00!0!2/110048?zyy
🇸🇳 ASFIYAHI TV FHD	00!0!2/334470?zyy
🇸🇳 7TV FHD	00!0!2/346100?zyy
🇸🇳 WALF FHD	00!0!2/110026?zyy
🇸🇳 TMS FHD	00!0!2/110032?zyy
🇸🇳 TOUBA MONDE FHD	00!0!2/110041?zyy
🇸🇳 LERAL FHD	00!0!2/111832?zyy
🇸🇳 SEN TV FHD	00!0!2/1089361?zyy
🇸🇳 LAMP FALL TV FHD	00!0!2/1089362?zyy
🇸🇳 SENWEB TV HD FHD	00!0!2/1145709?zyy
🇸🇳 M7 TV FHD	00!0!2/1145710?zyy
🇸🇳 SANS LIMITES TV FHD	00!0!2/1145711?zyy
🇸🇳 YEGLE TV FHD	00!0!2/1145712?zyy
🇸🇳 DNTV FHD	00!0!2/1145713?zyy
🇸🇳 SUNU LABEL TV FHD	00!0!2/1145714?zyy
🇳🇬 TELE SAHEL FHD	00!0!2/109787?zyy
🇳🇬 A+ HD FHD	00!0!2/109785?zyy
🇳🇬 ABN FHD	00!0!2/109775?zyy
🇳🇬 AFRICAMAGIC EPIC FHD	00!0!2/557867?zyy
🇳🇬 AFRO MUSIC POP FHD	00!0!2/557846?zyy
🇳🇬 AIT FHD	00!0!2/109772?zyy
🇳🇬 AL JAZEERA FHD	00!0!2/557837?zyy
🇳🇬 AREWA 24 FHD	00!0!2/109822?zyy
🇳🇬 ARISE NEWS FHD	00!0!2/306544?zyy
🇳🇬 AYV TV FHD	00!0!2/557892?zyy
🇳🇬 BETTER LIFE TV FHD	00!0!2/109804?zyy
🇳🇬 BIAFRA TV FHD	00!0!2/109805?zyy
🇳🇬 BONFEREY FHD	00!0!2/1089349?zyy
🇳🇬 BRIDE TV FHD	00!0!2/109791?zyy
🇳🇬 CBS JUSTICE FHD	00!0!2/557853?zyy
🇳🇬 CBS REALITY FHD	00!0!2/557869?zyy
🇳🇬 CCTV 4 FHD	00!0!2/557828?zyy
🇳🇬 CGTN NEWS FHD	00!0!2/557836?zyy
🇳🇬 CHANNELS 24 FHD	00!0!2/109784?zyy
🇳🇬 CHANNELS24 NIGERIA FHD	00!0!2/1089353?zyy
🇳🇬 CNBC AFRICA FHD	00!0!2/557835?zyy
🇳🇬 CURIOSITY CHANNEL FHD	00!0!2/557855?zyy
🇳🇬 DA VINCI FHD	00!0!2/557848?zyy
🇳🇬 DAYSTAR FHD	00!0!2/557826?zyy
🇳🇬 DISCOVERY CHANNEL FHD	00!0!2/557857?zyy
🇳🇬 DOUNIA TV FHD	00!0!2/346510?zyy
🇳🇬 DOVE TV FHD	00!0!2/557822?zyy
🇳🇬 DUNAMIS TV FHD	00!0!2/109812?zyy
🇳🇬 EMCI TV FHD	00!0!2/109793?zyy
🇳🇬 EMMANUEL TV FHD	00!0!2/109780?zyy
🇳🇬 FAITH FHD	00!0!2/557827?zyy
🇳🇬 GINX ESPORTS TV FHD	00!0!2/557880?zyy
🇳🇬 HI-IMPACTS FHD	00!0!2/109788?zyy
🇳🇬 HISTORY FHD	00!0!2/557854?zyy
🇳🇬 JOY NEWS FHD	00!0!2/557832?zyy
🇳🇬 KIX FHD	00!0!2/557872?zyy
🇳🇬 LAGOS TV FHD	00!0!2/109789?zyy
🇳🇬 LIPTAKO TV FHD	00!0!2/1089350?zyy
🇳🇬 LOVE WORLD FHD	00!0!2/109779?zyy
🇳🇬 LOVE WORLD SAT TV FHD	00!0!2/109810?zyy
🇳🇬 LUMEN CHRISTI FHD	00!0!2/109824?zyy
🇳🇬 ME FHD	00!0!2/557874?zyy
🇳🇬 MINDSET FHD	00!0!2/557847?zyy
🇳🇬 MORE GRACE TV FHD	00!0!2/109807?zyy
🇳🇬 MTV FHD	00!0!2/557870?zyy
🇳🇬 NDTV247 FHD	00!0!2/557833?zyy
🇳🇬 NEW BEGINNING TV NETWORK FHD	00!0!2/109799?zyy
🇳🇬 NEWZROOM AFRIKA FHD	00!0!2/557838?zyy
🇳🇬 NHK FHD	00!0!2/557830?zyy
🇳🇬 NINA NOVELAS TV FHD	00!0!2/812083?zyy
🇳🇬 NTAI FHD	00!0!2/557895?zyy
🇳🇬 PLUS TV AFRICA FHD	00!0!2/557821?zyy
🇳🇬 RAI ITALIA FHD	00!0!2/557831?zyy
🇳🇬 REAL TIME FHD	00!0!2/557868?zyy
🇳🇬 ROK TV FHD	00!0!2/109773?zyy
🇳🇬 RTP INTERNACIONAL FHD	00!0!2/557829?zyy
🇳🇬 SABC NEWS FHD	00!0!2/557839?zyy
🇳🇬 SALVATION TV FHD	00!0!2/109817?zyy
🇳🇬 SARAOUNIA TV FHD	00!0!2/1089351?zyy
🇳🇬 SKY NEWS FHD	00!0!2/557840?zyy
🇳🇬 STAR LIFE	00!0!2/557859?zyy
🇳🇬 SUNNA TV FHD	00!0!2/557818?zyy
🇳🇬 TBN AFRICA FHD	00!0!2/557825?zyy
🇳🇬 TELEMUNDO FHD	00!0!2/557861?zyy
🇳🇬 TENERE FHD	00!0!2/1089354?zyy
🇳🇬 TNT AFRICA FHD	00!0!2/557873?zyy
🇳🇬 TVC FHD	00!0!2/109777?zyy
🇳🇬 TVC NEWS FHD	00!0!2/109778?zyy
🇳🇬 VOX FHD	00!0!2/109776?zyy
🇳🇬 VOX AFRICA FHD	00!0!2/109771?zyy
🇳🇬 WAPTV FHD	00!0!2/109823?zyy
🇳🇬 WASAFI TV FHD	00!0!2/557893?zyy
🇳🇬 WAZOBIA MAX FHD	00!0!2/557894?zyy
